name,year,frequency
Associatif,76,2813
Actualites,76,1789
Clubs_foot,76,618
Fortnite,76,3627
Jesus-Snap,76,782
Ukraine-Cryptos,76,603
Covid-cuisine,76,12
Film,77,762
Automobile,77,410
Musique,77,1573
Animaux,77,326
Sports,77,1785
Voyages,77,946
Gaming,77,2447
Divertissement,77,1398
Politique,77,1416
Beaute,77,1415
Education,77,783
Associatif,77,2863
Actualites,77,1834
Clubs_foot,77,360
Fortnite,77,3054
Jesus-Snap,77,760
Ukraine-Cryptos,77,556
Covid-cuisine,77,14
Film,78,770
Automobile,78,462
Musique,78,1752
Animaux,78,326
Sports,78,1871
Voyages,78,681
Gaming,78,2390
Divertissement,78,1348
Politique,78,1231
Beaute,78,1408
Education,78,740
Associatif,78,3046
Actualites,78,1760
Clubs_foot,78,569
Fortnite,78,3631
Jesus-Snap,78,719
Ukraine-Cryptos,78,485
Covid-cuisine,78,21
Film,79,710
Automobile,79,478
Musique,79,1616
Animaux,79,356
Sports,79,1903
Voyages,79,599
Gaming,79,2326
Divertissement,79,1318
Politique,79,1156
Beaute,79,1627
Education,79,793
Associatif,79,3001
Actualites,79,1666
Clubs_foot,79,894
Fortnite,79,3470
Jesus-Snap,79,696
Ukraine-Cryptos,79,470
Covid-cuisine,79,24
Film,80,596
Automobile,80,474
Musique,80,1224
Animaux,80,389
Sports,80,1874
Voyages,80,550
Gaming,80,2241
Divertissement,80,1319
Politique,80,1248
Beaute,80,1702
Education,80,846
Associatif,80,2682
Actualites,80,1707
Clubs_foot,80,1113
Fortnite,80,2757
Jesus-Snap,80,683
Ukraine-Cryptos,80,560
Covid-cuisine,80,15
Film,81,585
Automobile,81,416
Musique,81,1410
Animaux,81,402
Sports,81,1981
Voyages,81,492
Gaming,81,2060
Divertissement,81,1323
Politique,81,1369
Beaute,81,1397
Education,81,790
Associatif,81,3117
Actualites,81,1850
Clubs_foot,81,1133
Fortnite,81,2292
Jesus-Snap,81,833
Ukraine-Cryptos,81,585
Covid-cuisine,81,9
